snapshot_utc,source,source_url,source_id,project_name,developer,city,district,address,class,completion,latitude,longitude,price_available,price_note,price_total_min_uzs,price_total_max_uzs,price_total_min_usd,price_total_max_usd,price_per_sqm_min_uzs,price_per_sqm_min_usd,min_area_sqm,max_area_sqm,rooms_available,payment_methods,source_freshness,source_error,cached_snapshot_utc,location_valid,location_issue
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-diamond-city,zhiloj-kompleks-diamond-city,Diamond-city,Diamond-city,Toshkent shahri,Yunusobod tumani,"Mutaxassis. jumla Yunusobod, улица Чинабад, дом 57.",Qulaylik,Topshirilishi 2kv 2027,,,True,,597000000.0,1300000000.0,,,12707722.0,,46.0,102.3,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/diplomats-residence,diplomats-residence,Diplomats-residence,Diplomats-residence,Toshkent shahri,Yunusobod tumani,"Yunusobod, Мойкурган улица",Premium,Topshirildi 2023,,,True,,1100000000.0,1400000000.0,,,16541353.0,,66.5,84.4,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/bodomzor,bodomzor,Dream-house,Dream-house,Toshkent shahri,Yunusobod tumani,"Ipoteka 25% To'lov rejasi Yunusobod, 52/12, Чингиза Айтматова улица",Premium,Topshirildi 2025,,,True,,731000000.0,1800000000.0,,,16883117.0,,43.0,104.0,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/erus-empire,erus-empire,Erus-empire,Erus-empire,Toshkent shahri,Yunusobod tumani,"Yunusobod, Октепа улица",Qulaylik,Topshirildi 2025,,,True,,456000000.0,1500000000.0,,,11857708.0,,38.0,126.5,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/new-chinobod,new-chinobod,Euro-house,Euro-house,Toshkent shahri,Yunusobod tumani,"Yunusobod, Чинабад улица, д.51",Qulaylik,Topshirilishi 4kv 2026,,,True,,648000000.0,1100000000.0,,,15691869.0,,40.5,70.1,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/assalom-bogrsquolar,assalom-bogrsquolar,Golden-house,Golden-house,Toshkent shahri,Yunusobod tumani,"Ipoteka 20% Yunusobod, Богишамол улица, АГНСК - Метан Кабельный, Посира махалля",Qulaylik,Topshirildi 2025,,,True,,1800000000.0,1800000000.0,,,20809249.0,,86.5,86.5,3,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/grand-akkurgan-resident,grand-akkurgan-resident,Grandakkurgan,Grandakkurgan,Toshkent shahri,Yunusobod tumani,"Yunusobod, 13, Фирдавсий 4-й проезд, Фирдавсий махалля",Qulaylik,Topshirildi 2021,,,True,,3100000000.0,3200000000.0,,,20805369.0,,149.0,151.0,"3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/boz-suv,boz-suv,Greenpark,Greenpark,Toshkent shahri,Yunusobod tumani,"Ipoteka 25% Yunusobod, Зарбулак улица, д.33А",Qulaylik,Topshirildi 2025,,,True,,564000000.0,819000000.0,,,13426230.0,,42.0,61.0,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mezbon,mezbon,Iskander-buildings,Iskander-buildings,Toshkent shahri,Yunusobod tumani,"Yunusobod, Сабзават, Тутзар, Ташкентский район, Ташкентская область, 100114, Узбекистан",Qulaylik,Topshirilishi 4kv 2027,,,True,,343000000.0,632000000.0,,,8840206.0,,38.8,71.4,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mavsum,mavsum,Mavsum,Mavsum,Toshkent shahri,Yunusobod tumani,"Yunusobod, Ташкентская Кольцевая Автомобильная Дорога",Premium,Topshirildi 2024,,,False,negotiable,,,,,,,27.9,46.4,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/ming-chinor,ming-chinor,Millenniumhouse,Millenniumhouse,Toshkent shahri,Yunusobod tumani,"Yunusobod, Юнусaбад-8, 51А",Biznes,Topshirildi 2023,,,True,,629000000.0,1200000000.0,,,15010616.0,,41.9,77.6,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/bridge,bridge,New-build,New-build,Toshkent shahri,Yunusobod tumani,"Yunusobod, Уста Ширин улица, д.104",Qulaylik,Topshirilishi 3kv 2026,,,True,,975000000.0,975000000.0,,,13504155.0,,72.2,72.2,2,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/new-house-yunusabad,new-house-yunusabad,New-house,New-house,Toshkent shahri,Yunusobod tumani,"Yunusobod, Булакбаши 1-й проезд, д.14",Qulaylik,Topshirildi 2025,,,True,,637000000.0,892000000.0,,,11581818.0,,55.0,77.0,"1, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-nova-garden,zhiloj-kompleks-nova-garden,Nova-stroy,Nova-stroy,Toshkent shahri,Yunusobod tumani,"Sotildi Yunusobod, г. Ташкент, улица Ахмад Дониш",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,56.0,56.0,2,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/nrg-yunusobod,nrg-yunusobod,Nrg-bi,Nrg-bi,Toshkent shahri,Yunusobod tumani,"Yunusobod, Уч Кахрамон улица, Юнусабад-8",Biznes,Topshirilishi 4kv 2026,,,False,negotiable,,,,,,,41.5,123.9,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-highland,zhiloj-kompleks-highland,Nrg-bi,Nrg-bi,Toshkent shahri,Yunusobod tumani,"Sotildi Yunusobod, ул. Ифтихор 1а",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,47.7,183.6,"2, 3, 4, 5",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-shinam,zhiloj-kompleks-shinam,Shinam,Shinam,Toshkent shahri,Yunusobod tumani,"Yunusobod, ул. Фирдавсий, дом 26",Qulaylik,Topshirildi 2025,,,True,,956000000.0,956000000.0,,,10975890.0,,87.1,87.1,3,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/aprel,aprel,Shohsaroy-uylari,Shohsaroy-uylari,Toshkent shahri,Yunusobod tumani,"Yunusobod, Чинабад улица, Атчапар 2-махалля",Biznes,Topshirilishi 4kv 2026,,,False,negotiable,,,,,,,42.1,71.2,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/turkiston-avenue,turkiston-avenue,Turkiston,Turkiston,Toshkent shahri,Yunusobod tumani,"Mutaxassis. jumla Yunusobod, Сабзават, Тутзар, Ташкентский район Studiya 31 m² dan 291 mln сўм",Qulaylik,Topshirilishi 4kv 2027,,,True,,365000000.0,670000000.0,,,9396914.0,,38.8,71.3,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/islomobod,islomobod,Txt-group,Txt-group,Toshkent shahri,Yunusobod tumani,"Yunusobod, улица Авлия ота, дом 117",Qulaylik,Topshirilishi 4kv 2028,,,True,,435000000.0,504000000.0,,,10000000.0,,43.5,50.4,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/venetsiya,venetsiya,Venetsiya,Venetsiya,Toshkent shahri,Yunusobod tumani,"Yunusobod, Минор 1-й тупик",Premium,Topshirilishi 4kv 2027,,,True,,722000000.0,2500000000.0,,,19469027.0,,37.0,126.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/wonderful-city,wonderful-city,Wonderful-city,Wonderful-city,Toshkent shahri,Yunusobod tumani,"Yunusobod, Янгишахар улица, Атчапар 2-махалля",Qulaylik,Topshirilishi 2kv 2027,,,True,,550000000.0,1500000000.0,,,13100437.0,,41.0,114.5,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/xasanboy-garden,xasanboy-garden,Xasanboy-garden,Xasanboy-garden,Toshkent shahri,Yunusobod tumani,"Yunusobod, Ташкентская Кольцевая Автомобильная Дорога",Qulaylik,Topshirildi 2024,,,False,negotiable,,,,,,,31.1,31.1,1,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/bahor-residence,bahor-residence,Xonsaroy,Xonsaroy,Toshkent shahri,Yunusobod tumani,"Ipoteka 25% Yunusobod, Ташкентская Кольцевая Автомобильная Дорога, Юнусaбад-12",Qulaylik,Topshirildi 2026,,,False,negotiable,,,,,,,34.6,42.6,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/yulduzi,yulduzi,Xonsaroy,Xonsaroy,Toshkent shahri,Yunusobod tumani,"Yunusobod, Ахмада Дониша улица, Юнусабад-11",Qulaylik,Topshirilishi 4kv 2026,,,False,negotiable,,,,,,,37.0,76.3,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-ocean,zhiloj-kompleks-ocean,Xonsaroy,Xonsaroy,Toshkent shahri,Yunusobod tumani,"Sotildi Yunusobod, Юнусабадский район, Ташкент, Ташкентский район, Ташкентская область, 111104, Узбекистан",Qulaylik,Topshirildi 2025,,,False,negotiable,,,,,,,34.8,82.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-apelsin,zhiloj-kompleks-apelsin,Xonsaroy,Xonsaroy,Toshkent shahri,Yunusobod tumani,"Sotildi Yunusobod, Ул Темура Малика",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,34.2,82.5,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/yunusabad-plaza,yunusabad-plaza,Yunusabad-plaza,Yunusabad-plaza,Toshkent shahri,Yunusobod tumani,"Yunusobod, ТКАДорога, Юнусaбад-10",Qulaylik,Topshirildi 2023,,,True,,672000000.0,836000000.0,,,8195122.0,,82.0,102.0,"1, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/nurafson-darvoza,nurafson-darvoza,Bigcity,Bigcity,Toshkent viloyati,Zangiota tumani,"Ipoteka 20% To'lov rejasi Mutaxassis. jumla Sotildi Zangiota, Ул Нурафшон",Qulaylik,Topshirildi 2023,,,False,negotiable,,,,,,,60.2,79.1,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/davr-residence,davr-residence,Binar-group,Binar-group,Toshkent viloyati,Zangiota tumani,"Mutaxassis. jumla Zangiota, M39",Qulaylik,Topshirildi 2024,,,True,,438000000.0,473000000.0,,,8795181.0,,49.8,53.7,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/bogzor-city,bogzor-city,Bogzor-city,Bogzor-city,Toshkent viloyati,Zangiota tumani,"Zangiota, Павализар, Зангиата",Qulaylik,Topshirilishi 4kv 2026,,,True,,658000000.0,817000000.0,,,9600470.0,,68.5,85.1,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/kottedzhnyj-gorodok-diamond-villa,kottedzhnyj-gorodok-diamond-villa,Diamond-villa,Diamond-villa,Toshkent viloyati,Zangiota tumani,"Sotildi Zangiota, лица Янги Сергели, Ташкент, Узбекистан",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,160.0,170.0,"6, 7",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/al-qasr,al-qasr,Euro-house,Euro-house,Toshkent viloyati,Zangiota tumani,"Sotildi Zangiota, Новый ТашМИ",Qulaylik,Topshirildi 2024,,,False,negotiable,,,,,,,40.1,86.2,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/nirafshon,nirafshon,Nurafshon,Nurafshon,Toshkent viloyati,Zangiota tumani,"Sotildi Zangiota, Ташкентская дорога улица, Нурафшан",Qulaylik,Topshirildi 2023,,,False,negotiable,,,,,,,46.5,104.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201645,Ali Homes,Ali Homes,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2026, 4 ч.",,,True,,504000000.0,,41968.0,,10500000.0,874.0,,,,"Ипотека, Муддатли тўлов 10 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202115,Amir Temur Avenue,Reverem House,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2027, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202545,Amir Umarxon,Doyen Group,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2026, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,203030,DILOROM RESIDENCE,DILOROM RESIDENCE,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2026, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 22 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201630,Emir,Star House Building,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,,,,False,price on request,,,,,,,30.6,77.37,"1, 2, 3",Муддатли тўлов 12 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201640,Havas,Havas,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,,,,False,price on request,,,,,,,,,,"Ипотека, Муддатли тўлов",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202130,MILLIY XONADONLAR,Milliard House,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2026, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 6 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201650,Muhtasham uylar,Muhtasham uylar,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,,,,False,price on request,,,,,,,,,,Ипотека,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201515,SOHIL BO'YI ANDIJON,TXT Group,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2026, 4 ч. - 2028, 4 ч.",,,True,,295200000.0,,24581.0,,7200000.0,600.0,36.65,80.4,"1, 2, 3",Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201620,Sokin City,Reverem House,Andijon viloyati,Andijon shahri,"Андижанская область, город Андижан",,"2025, 4 ч. - 2026, 4 ч.",,,False,price on request,,,,,,,60.91,65.97,"2, 3","Ипотека, Муддатли тўлов 6 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201625,Star House Andijon,Star House Building,Andijon viloyati,Andijon tumani,"Андижанская область, Андижанский район",,,,,False,price on request,,,,,,,44.23,85.88,"1, 2, 3",Муддатли тўлов 12 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202440,Ko'ksaroy,TXT Group,Andijon viloyati,Asaka tumani,"Андижанская область, Асакинский район",,"2028, 4 ч. - 2029, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 55 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201635,Erkin House,Erkin House,Andijon viloyati,Jalaquduq tumani,"Андижанская область, Жалакудукский район",,,,,False,price on request,,,,,,,,,,Ипотека,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201590,Emir City Bukhara,Emir City Bukhara,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,"2024, 4 ч. - 2027, 2 ч.",,,False,price on request,,,,,,,,,,"Ипотека, Муддатли тўлов 16 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201580,Fatxobod,Family Park Service,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,,,,False,price on request,,,,,,,,,,Муддатли тўлов,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201585,Sharq 2,Family Park Service,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,,,,True,,365000000.0,,30393.0,,10138889.0,844.0,,,,Муддатли тўлов,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201570,Shayx-Ul Olam,Imran Buildings,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,"2027, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 10 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202580,YANGI O'ZBEKISTON,JEMCHUG STROY PLUS,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,"2026, 4 ч.",,,True,,284000000.0,,23648.0,,5702811.0,475.0,,,,Муддатли тўлов 10 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202465,Zikkurat House,Zikkurat Group,Buxoro viloyati,Buxoro shahri,"Бухарская область, город Бухара",,"2026, 3 ч.",,,True,,382200000.0,,31825.0,,7800000.0,649.0,,,,Муддатли тўлов 10 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201575,Degrezon House,ZGGroup,Buxoro viloyati,G'ijduvon tumani,"Бухарская область, Гиждуванский район",,"2026, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 10 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202120,Alliance Avenue,Qadrdonlar Developments,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2027, 3 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 12 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201490,Crystal Avenue,TXT Group,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2026, 1 ч. - 2028, 4 ч.",,,False,price on request,,,,,,,38.0,84.0,"1, 2, 3",Муддатли тўлов 20 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202410,Dream Residence,Jba Group,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2025, 1 ч. - 2028, 4 ч.",,,False,price on request,,,,,,,,,,"Ипотека, Муддатли тўлов 34 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201510,ECO TOWER,TXT Group,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2027, 4 ч.",,,True,,180000000.0,,14988.0,,7500000.0,625.0,43.65,91.65,"1, 2, 3",Муддатли тўлов 48 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201610,London,Fayz Buildings,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,,,,False,price on request,,,,,,,,,,Ипотека,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202140,Nur Kompleks,BESH BOLA BUILDINGS,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2026, 4 ч. - 2028, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201595,Sokin,Qadrdonlar Developments,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,"2026, 3 ч.",,,True,,420000000.0,,34973.0,,8400000.0,699.0,,,,Муддатли тўлов 6 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201600,Yangi Asr House,Yangi Asr House,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,,,,False,price on request,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201605,Zumrad Residence,Poytaxt Mavzesi,Farg'ona viloyati,Farg'ona shahri,"Ферганская область, город Фергана",,,,,True,,1440000000.0,,119907.0,,7200000.0,600.0,,,,Ипотека,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202160,MARGILAN CITY,BESH BOLA BUILDINGS,Farg'ona viloyati,Marg'ilon shahri,"Ферганская область, город Маргилан",,"2027, 4 ч. - 2028, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201965,YAQINLAR,TXT Group,Farg'ona viloyati,Qo'qon shahri,"Ферганская область, город Коканд",,"2025, 4 ч. - 2027, 4 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201665,Lion City,Lion City,Jizzax viloyati,Jizzax shahri,"Jizzax, Qaliya mahalla fuqarolar yigʻini",,,,,False,price on request,,,,,,,,,,Муддатли тўлов 70 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201970,Navruz,TXT Group,Jizzax viloyati,Jizzax shahri,"Джиззакская область, город Джиззак",,"2026, 4 ч. - 2028, 4 ч.",,,True,,335400000.0,,27928.0,,7800000.0,649.0,,,,Муддатли тўлов 34 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201520,Zamin Jizzax,TXT Group,Jizzax viloyati,Jizzax shahri,"Джиззакская область, город Джиззак",,"2026, 4 ч. - 2028, 4 ч.",,,False,price on request,,,,,,,42.5,105.5,"1, 2, 3, 4",Муддатли тўлов 46 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202435,Do'stlik,TXT Group,Jizzax viloyati,Zomin tumani,"Джизакская область, Зааминский район",,"2028, 4 ч.",,,True,,301680000.0,,25121.0,,7200000.0,600.0,,,,Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202125,BAXT CITY,Baxt Baraka Elit Stroy,Namangan viloyati,Namangan shahri,"Наманганская область, город Наманган",,"2027, 3 ч.",,,True,,334620000.0,,27863.0,,7800000.0,649.0,,,,"Ипотека, Муддатли тўлов 60 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201495,Central Avenue,TXT Group,Namangan viloyati,Namangan shahri,"Наманганская область, город Наманган",,"2027, 4 ч.",,,True,,490200000.0,,40818.0,,8600000.0,716.0,27.9,153.4,"1, 2, 3, 4",Муддатли тўлов 58 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201655,Namangan Square,MJ Developers,Namangan viloyati,Namangan shahri,"Наманганская область, город Наманган",,,,,False,price on request,,,,,,,,,,Муддатли тўлов,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201950,Art Tower,ART House,Navoiy viloyati,Karmana tumani,"Навоийская область, Карманинский район",,"2026, 4 ч. - 2029, 4 ч.",,,False,price on request,,,,,,,,,,"Ипотека, Муддатли тўлов 46 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202550,ANOR RESIDENCE,O'zshahar qurilish invest,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,"2026, 4 ч.",,,True,,419640000.0,,34943.0,,7800000.0,649.0,,,,Муддатли тўлов 6 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201740,Baxtli Hayot,Istam Qurilish,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,,,,False,price on request,,,,,,,93.73,93.73,2,Ипотека,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201725,Brilliant,ART House,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,"2025, 3 ч. - 2026, 4 ч.",,,False,price on request,,,,,,,52.09,53.89,"1, 2","Ипотека, Муддатли тўлов 8 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201730,Sputnik Avenue,ART House,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,"2027, 4 ч.",,,False,price on request,,,,,,,45.76,92.98,"1, 2, 3","Ипотека, Муддатли тўлов 34 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202135,Yangi Guliston,Go'zal Oybek,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,"2026, 4 ч. - 2027, 4 ч.",,,True,,442800000.0,,36871.0,,8200000.0,683.0,,,,Муддатли тўлов 22 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201745,Yangi Zamin,Istam Qurilish,Navoiy viloyati,Navoiy shahri,"Навоийская область, город Навои",,"2027, 4 ч.",,,False,price on request,,,,,,,42.8,82.38,"1, 2, 3",Муддатли тўлов 34 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201735,QIZILTEPA,ART House,Navoiy viloyati,Qiziltepa tumani,"Qiziltepa, Alisher Navoiy mahalla fuqarolar yigʻini",,,,,True,,211585000.0,444480000.0,17618.0,37011.0,5877361.0,489.0,36.87,72.64,"1, 2, 3",Муддатли тўлов 36 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201755,Orzular,Garant Uchquduq,Navoiy viloyati,Uchquduq tumani,"Навоийская область, Учкудукский район",,"2026, 3 ч.",,,False,price on request,,,,,,,,,,Муддатли тўлов 10 ойгача,live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,202075,Oila,Oila turar joy majmuasi,Navoiy viloyati,Zarafshon shahri,"Навоийская область, город Зарафшан",,"2025, 4 ч. - 2027, 4 ч.",,,True,,297000000.0,,24731.0,,6600000.0,550.0,,,,"Ипотека, Муддатли тўлов 16 ойгача",live,,,True,ok
2026-06-29T05:00:05+00:00,salomuy,https://salomuy.uz/,201710,SHOHSAROY,Zar Zamonaviy Uylar,Navoiy viloyati,Zarafshon shahri,"Навоийская область, город Зарафшан",,"2026, 3 ч.",,,False,price on request,,,,,,,57.4,99.0,"1, 2, 3",Муддатли тўлов 10 ойгача,live,,,True,ok
